Fecha,Ubicacion,Colonia,Municipio,Address,Tipo,Google Maps URL,latitude,longitude
44913,PROLONGACIÓN DE INDEPENDENCIA COL. NUEVA,HUEYTAMALCO CENTRO,HUEYTAMALCO,"HUEYTAMALCO CENTRO, HUEYTAMALCO, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.9393905,-97.2888917",19.9393905,-97.2888917
44916,AVENIDA CAMINO REAL,SANTA MARÍA MOYOTZINGO,SAN MARTÍN TEXMELUCAN,"SANTA MARÍA MOYOTZINGO, SAN MARTÍN TEXMELUCAN, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=19.2530742,-98.4101984",19.2530742,-98.4101984
44921,DOMICILIO CONOCIDO - LOC. PLAN DE AYALA - COL. EL SOMBRERETE,TLACUILOTEPEC,TLACUILOTEPEC,"TLACUILOTEPEC, TLACUILOTEPEC, Pue",HOMICIDIO,"https://www.google.com/maps/search/?api=1&query=20.3258174,-98.06854009999999",20.3258174,-98.0685401
43881,LIBERTAD NO. 2 ESQ. ADOLFO LÓPEZ MATEOS,LA RESURRECCIÓN,PUEBLA,"LA RESURRECCIÓN, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0869018,-98.1358018",19.0869018,-98.1358018
43893,CAMINO A PUEBLO NUEVO,PALOS CAIDOS,ZACATLÁN,"PALOS CAIDOS, ZACATLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.9440858,-97.95979899999999",19.9440858,-97.959799
43938,GRAN AVENIDA - PEDRERA,UNIDAD HABITACIONAL LAS CUARTILLAS,PUEBLA,"UNIDAD HABITACIONAL LAS CUARTILLAS, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0672473,-98.2066031",19.0672473,-98.2066031
43968,CALLE ALLENDE NUMERO 74,VILLA CHIETLA,CHIETLA,"VILLA CHIETLA, CHIETLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.5191543,-98.57622239999999",18.5191543,-98.5762224
43978,123 PTE ESQ BENITO JUAREZ,SAN BARTOLO COATEPEC,PUEBLA,"SAN BARTOLO COATEPEC, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9593565,-98.2670382",18.9593565,-98.2670382
44009,MATAMOROS NUM 2,HUACHINANTLA,JOLALPAN,"HUACHINANTLA, JOLALPAN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.28426,-98.9700469",18.28426,-98.9700469
44014,SANTA MARÍA ACERRADERO,TLACHICHUCA,TLACHICHUCA,"TLACHICHUCA, TLACHICHUCA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.1128157,-97.4192087",19.1128157,-97.4192087
44085,ARTICULO 18 ENTRE CALLE 3 SUR Y CONSTITUYENTES,CONSTITUCIÓN MEXICANA,PUEBLA,"CONSTITUCIÓN MEXICANA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9557022,-98.23633749999999",18.9557022,-98.2363375
44092,EN LA PRESIDENCIA AUXILIAR,SAN ANTONIO TLACAMILCO,ACAJETE,"SAN ANTONIO TLACAMILCO, ACAJETE, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.062225,-97.932225",19.062225,-97.932225
44092,REVOLUCION NUM 402 ESQ,RANCHO LA FORTUNA,SAN ANDRÉS CHOLULA,"RANCHO LA FORTUNA, SAN ANDRÉS CHOLULA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0393317,-98.2610726",19.0393317,-98.2610726
44102,REVOLUCION NUM 13 ESQ MANUEL SANTIBAÑES Y MIGUEL HIDALGO,LOMAS DE 5 DE MAYO,PUEBLA,"LOMAS DE 5 DE MAYO, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.2062727
44112,6 OTE Y 5 DE MAYO,PUEBLA CENTRO,PUEBLA,"PUEBLA CENTRO, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0437335,-98.1980244",19.0437335,-98.1980244
44117,CALLE PRINCIPAL S-N,VENUSTIANO CARRANZA CENTRO,VENUSTIANO CARRANZA,"VENUSTIANO CARRANZA CENTRO, VENUSTIANO CARRANZA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=20.5057301,-97.664306",20.5057301,-97.664306
44120,CARRETERA FEDERAL TLAXCO TEJOCOTAL,SAN JOSE MAQUIXTLA,ZACATLÁN,"SAN JOSE MAQUIXTLA, ZACATLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.924668,-97.9678004",19.924668,-97.9678004
44146,4 PTE ESQ. 3 NTE,LAS VEGAS,AMOZOC,"LAS VEGAS, AMOZOC, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.062787,-98.0400406",19.062787,-98.0400406
44165,CALLE 1RA DE MAYO,AYEHUALULCO BARRIO,ZACATLÁN,"AYEHUALULCO BARRIO, ZACATLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.9501516,-97.9583516",19.9501516,-97.9583516
44184,SONORA NORTE # 702 ENTRE QUERETARO Y JALISCO,MÉXICO 68 NTE,TEHUACÁN,"MÉXICO 68 NTE, TEHUACÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.5034054,-97.4022728",18.5034054,-97.4022728
44204,43 ORIENTE 2404-8 - 24 SUR,FRACCIONAMIENTO EL MIRADOR,PUEBLA,"FRACCIONAMIENTO EL MIRADOR, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0232292,-98.1932777",19.0232292,-98.1932777
44218,CALLE 3 NORTE 108 ENTRE AVENIDA NACIONAL O 2 PTE,SAN MATEO MENDIZABAL,AMOZOC,"SAN MATEO MENDIZABAL, AMOZOC, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.03796,-98.07652879999999",19.03796,-98.0765288
44241,CALLE HIDALGO 132,MÉXICO 83,PUEBLA,"MÉXICO 83, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0832517,-98.1700496",19.0832517,-98.1700496
44243,AVENIDACARRETERA Y AVENIDA JUAREZ,SAN JOSÉ EL RINCON,PUEBLA,"SAN JOSÉ EL RINCON, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.8859959,-98.19932759999999",18.8859959,-98.1993276
44278,"CALLE GUADALUPE NUM.10, SAN FRANCISCO CUAUTLANCINGO",FUENTES DE GUADALUPE,CHALCHICOMULA DE SESMA,"FUENTES DE GUADALUPE, CHALCHICOMULA DE SESMA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9930976,-97.4427451",18.9930976,-97.4427451
44291,"CARRETERA A CANO KILOMETRO 5-19.1174697,-98.1400652",SANTIAGO DE LOS LEONES,PUEBLA,"SANTIAGO DE LOS LEONES, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.1169736,-98.1413663",19.1169736,-98.1413663
44319,8 A PONIWENTE Y 43 NORTE,FRACCIONAMIENTO VALLE DEL REY,PUEBLA,"FRACCIONAMIENTO VALLE DEL REY, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0648889,-98.2264247",19.0648889,-98.2264247
44321,"CAMINO A LOS PINOS S-N BARRIO SAN JOSÉ, GRANJA PORCINA LUIS FERNANDO",BARRIO SAN MARTÍN DE PORRES,TECAMACHALCO,"BARRIO SAN MARTÍN DE PORRES, TECAMACHALCO, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.8836792,-97.71587269999999",18.8836792,-97.7158727
44334,KILOMETRO 17+800,INFONAVIT AGUA SANTA,PUEBLA,"INFONAVIT AGUA SANTA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9877725,-98.2445422",18.9877725,-98.2445422
44343,CARRETERA A SAN PABLO DEL MONTE ESQ. CALLE LOS PINOS,POTRERO DE MARÍA,PUEBLA,"POTRERO DE MARÍA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0992654,-98.1790947",19.0992654,-98.1790947
44388,N. HEROES NUM 1816 ENTRE OYAMEL Y JACARANDAS,FRACCIONAMIENTO LOMA REAL,PUEBLA,"FRACCIONAMIENTO LOMA REAL, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.1065736,-98.2218106",19.1065736,-98.2218106
44392,AVENIDA 25 PONIENTE - C. 3 SUR,BARRIO SAN PABLO TECAMAC,SAN PEDRO CHOLULA,"BARRIO SAN PABLO TECAMAC, SAN PEDRO CHOLULA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0527754,-98.3074754",19.0527754,-98.3074754
44392,MIGUEL HIDALGO MZ 1 LOTE 17 - CALLE INSURGENTES,SANTA MARÍA XONACATEPEC,PUEBLA,"SANTA MARÍA XONACATEPEC, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0856554,-98.1053379",19.0856554,-98.1053379
44404,28 DE OCT Y 10 MAYO,BARRANCA HONDA,PUEBLA,"BARRANCA HONDA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.1137177,-98.1980609",19.1137177,-98.1980609
44419,SANTIAGO TENANGO,SANTIAGO TENANGO,GENERAL FELIPE ÁNGELES,"SANTIAGO TENANGO, GENERAL FELIPE ÁNGELES, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0036559,-97.6429869",19.0036559,-97.6429869
44434,CALLE PRINCIPAL SIN NUMERO CENTRO PLAZA COMERCIAL,RAFAEL LARA GRAJALES CENTRO,RAFAEL LARA GRAJALES,"RAFAEL LARA GRAJALES CENTRO, RAFAEL LARA GRAJALES, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.2241665,-97.79999989999999",19.2241665,-97.7999999
44440,SAN MATIAS LOTE 5 MZ 6 ESQ SANTA LUCIA,SANTA LUCIA,PUEBLA,"SANTA LUCIA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=20.1937749,-97.3489729",20.1937749,-97.3489729
44443,CALLE JUSTO SIERRA,BERISTAIN,AHUAZOTEPEC,"BERISTAIN, AHUAZOTEPEC, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=20.0894443,-98.1330555",20.0894443,-98.1330555
44453,CALLE 5 DE MAYO S-N COL. EL CARMEN,EL CARMEN,TEZIUTLÁN,"EL CARMEN, TEZIUTLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.8215717,-97.35672",19.8215717,-97.35672
44462,AVILA CAMACHO 5412 ESQ LAZARO CARDENAS Y DEFENSORES DE LA REPUBLICA,MIGUEL HIDALGO,PUEBLA,"MIGUEL HIDALGO, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0691852,-98.1379523",19.0691852,-98.1379523
44470,5 DE FEBRERO OTE,BARRIO SAN ANTONIO,SAN SALVADOR HUIXCOLOTLA,"BARRIO SAN ANTONIO, SAN SALVADOR HUIXCOLOTLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9221886,-97.7654395",18.9221886,-97.7654395
44483,CALLE PRINCIPAL CASA COLOR ROSA DE DOS NIVELES,SAN ESTEBAN NECOXCALCO,SAN ANTONIO CAÑADA,"SAN ESTEBAN NECOXCALCO, SAN ANTONIO CAÑADA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.4619014,-97.29799899999999",18.4619014,-97.297999
44492,15 DE MAYO ESQUINA BLLVD CARMEN SERDAN,LOS VERGELES,PUEBLA,"LOS VERGELES, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.2062727
44492,GUADALUPE VICTORIA ESQ INDEPENDENCIA,SAN JOSÉ CHAPULCO,PUEBLA,"SAN JOSÉ CHAPULCO, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9763656,-98.21924729999999",18.9763656,-98.2192473
44509,"CLARA CÓRDOVA MZ 12 LT3,",AMPLIACION UNIÓN ANTORCHISTA,PUEBLA,"AMPLIACION UNIÓN ANTORCHISTA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9572941,-98.26335429999999",18.9572941,-98.2633543
44514,SANTA PATRICIA PINOS MANZANA 25 LOTE 15 ESQ AVENIDA SAN FRANCISCO,ARBOLEDAS DE SANTA LUCIA,PUEBLA,"ARBOLEDAS DE SANTA LUCIA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=20.1937749,-97.3489729",20.1937749,-97.3489729
44550,CARRETERA HACIA SAN PEDRO IXTLA,SAN PEDRO IXTLA,XICOTEPEC,"SAN PEDRO IXTLA, XICOTEPEC, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=20.2651202,-97.929258",20.2651202,-97.929258
44553,CALLE ALDAMA 515 ESQUINA CALLE CHIAPAS,SAN SEBASTIÁN VILLANUEVA,ACATZINGO,"SAN SEBASTIÁN VILLANUEVA, ACATZINGO, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0578169,-97.719386",19.0578169,-97.719386
44560,4TA. DE VICTORIA,BARRIO SANTA CRUZ TECOXCO,IZÚCAR DE MATAMOROS,"BARRIO SANTA CRUZ TECOXCO, IZÚCAR DE MATAMOROS, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.5979873,-98.4767013",18.5979873,-98.4767013
44575,"CALLE ZARAGOZA, CALLE EMILIO CARRANSA, SAN ANTONIO SOLEDAD",BARRIO DE GUADALUPE,CAÑADA MORELOS,"BARRIO DE GUADALUPE, CAÑADA MORELOS, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.7368486,-97.4252917",18.7368486,-97.4252917
44603,DOMICILIO CONOCIDO,JICOLAPA,ZACATLÁN,"JICOLAPA, ZACATLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.96422,-97.9674599",19.96422,-97.9674599
44612,EMILIANO ZAPATA - JOSEFA ORTIZ DE DOMINGUEZ,NUEVO PLAN DE AYALA,PUEBLA,"NUEVO PLAN DE AYALA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.962195,-98.27258189999999",18.962195,-98.2725819
44619,,INDEPENDENCIA,PUEBLA,"INDEPENDENCIA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.072222,-98.25206399999999",19.072222,-98.252064
44645,DOMICILIO CONOCIDO,ZACATLÁN CENTRO,ZACATLÁN,"ZACATLÁN CENTRO, ZACATLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.933487,-97.96064849999999",19.933487,-97.9606485
44663,C. 44 NTE ESQUINA MIGUEL HIDALGO,SAN LUIS GONZAGA,PUEBLA,"SAN LUIS GONZAGA, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0451515,-98.1603165",19.0451515,-98.1603165
44663,CORREGIDORA,XICOTEPEC CENTRO,XICOTEPEC,"XICOTEPEC CENTRO, XICOTEPEC, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=20.3842838,-97.8823647",20.3842838,-97.8823647
44678,REFORMA,SAN ANTONIO MIAHUACAN,CORONANGO,"SAN ANTONIO MIAHUACAN, CORONANGO, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.1505473,-98.3066271",19.1505473,-98.3066271
44678,SEGUNDA PRIVADA D 2 NORTE NUMERO 32 - 2 NORTE Y LA VIA,CHACHAPA,AMOZOC,"CHACHAPA, AMOZOC, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0475079,-98.0942681",19.0475079,-98.0942681
44688,CALLE JORGE MURAD Y CENTRAL DE SAN ANGEL,SAN ÁNGEL,PUEBLA,"SAN ÁNGEL, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0330672,-98.1917404",19.0330672,-98.1917404
44693,TLANEPANTLA,Quimixtlán CENTRO,QUIMIXTLÁN,"Quimixtlán CENTRO, QUIMIXTLÁN, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.2537792,-97.1369256",19.2537792,-97.1369256
44714,M. HIDALGO 108,SAN FRANCISCO TOTIMEHUACAN,PUEBLA,"SAN FRANCISCO TOTIMEHUACAN, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9736798,-98.19669429999999",18.9736798,-98.1966943
44742,11 SUR FRENTE AL NUMERAL 14709-MARGARITAS,SAN JOSÉ LOS PINOS,PUEBLA,"SAN JOSÉ LOS PINOS, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0017004,-98.2380467",19.0017004,-98.2380467
44768,114 PTE &,CONJUNTO HABITACIONAL DEL VALLE,PUEBLA,"CONJUNTO HABITACIONAL DEL VALLE, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0972248,-98.22061430000001",19.0972248,-98.2206143
44770,CARRETERA SAN JUAN ATENCO - COYOTEPEC,ALJOJUCA,ALJOJUCA,"ALJOJUCA, ALJOJUCA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0977497,-97.53176309999999",19.0977497,-97.5317631
44786,RIO HONDO S-N,MAXIMINO ÁVILA CAMACHO,ATLIXCO,"MAXIMINO ÁVILA CAMACHO, ATLIXCO, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9115453,-98.42356280000001",18.9115453,-98.4235628
44822,16 DE SEPT - BOULEVARD LAS TORRES,16 DE SEPTIEMBRE SUR,PUEBLA,"16 DE SEPTIEMBRE SUR, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.994059,-98.21924729999999",18.994059,-98.2192473
44828,PVDA GASEODUCTO N. 6-4 - AVENIDA GASEODUCTO Y INDUSTRIA,SAN PABLO XOCHIMEHUACAN,PUEBLA,"SAN PABLO XOCHIMEHUACAN, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0929469,-98.2007943",19.0929469,-98.2007943
44863,AVENIDA JUAREZ Y 11 OTE,TECAMACHALCO,TECAMACHALCO,"TECAMACHALCO, TECAMACHALCO, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.8819104,-97.7327256",18.8819104,-97.7327256
44874,AVENIDA 16 DE SEPT-3 SUR -PRIV MIGUEL DE LA MADRID,UNIDAD HABITACIONAL SANTE,PUEBLA,"UNIDAD HABITACIONAL SANTE, PUEBLA, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=19.0414398,-98.2062727",19.0414398,-98.2062727
44880,CALLE DEL RIO,SANTA CRUZ TEHUIXPANGO,ATLIXCO,"SANTA CRUZ TEHUIXPANGO, ATLIXCO, Pue",PRIVACIÓN DE LA LIBERTAD,"https://www.google.com/maps/search/?api=1&query=18.9319554,-98.3990553",18.9319554,-98.3990553
